model,snr,final-ser,model-size,model-run-time
Transformer,4,0.09877773423989614,6960,112.32378339767456
ViterbiNet,4,0.09030551115671794,7002,64.05414056777954
Transformer,5,0.07686106701691946,6960,112.36527895927429
ViterbiNet,5,0.06499995748202006,7002,63.961251974105835
Transformer,6,0.06549995640913646,6960,112.83292603492737
ViterbiNet,6,0.051361068685849505,7002,64.07065534591675
Transformer,8,0.036666629910469054,6960,112.52726745605469
ViterbiNet,8,0.02336107929547628,7002,64.08642339706421
Transformer,9,0.019333309133847554,6960,112.77026414871216
ViterbiNet,9,0.013999975323677062,7002,64.06978297233582
Transformer,10,0.01222220520178477,6960,112.60152983665466
ViterbiNet,10,0.008444427847862243,7002,63.86770439147949
Transformer,11,0.005888880491256714,6960,112.8443033695221
ViterbiNet,11,0.0053611016273498536,7002,63.96155595779419
Transformer,12,0.0025277682145436603,6960,128.2916932106018
ViterbiNet,12,0.002749986449877421,7002,82.50932121276855
Transformer,13,0.0007222195466359457,6960,128.39142370224
ViterbiNet,13,0.001180549661318461,7002,82.52509498596191
Transformer,14,0.00034259180227915446,6960,170.8998794555664
ViterbiNet,14,0.0006111083428064982,7002,98.60151505470276
Transformer,15,0.00014814794063568117,6960,165.325697183609
ViterbiNet,15,0.00034259140491485593,7002,98.20620346069336
Transformer,16,3.7036935488382975e-05,6960,163.0493311882019
ViterbiNet,16,3.7036935488382975e-05,7002,98.94480490684509
Transformer,17,0.0,6960,162.71793913841248
ViterbiNet,17,5.555530389149984e-05,7002,98.92820692062378
Transformer,0,0.18786106924215953,6960,112.67873978614807
ViterbiNet,0,0.17905551373958586,7002,64.13214182853699
Transformer,1,0.16388884723186492,6960,112.85662126541138
ViterbiNet,1,0.1574999588727951,7002,64.6343412399292
Transformer,2,0.14149995823701222,6960,112.45292592048645
ViterbiNet,2,0.13369440337022145,7002,64.03944206237793
Transformer,3,0.11991662581761678,6960,112.30557775497437
ViterbiNet,3,0.11030551334222158,7002,64.0239839553833
Transformer,4,0.0991944020986557,6960,112.92784667015076
ViterbiNet,4,0.08577773531277974,7002,63.80296444892883
Transformer,5,0.0806110676129659,6960,112.84734749794006
ViterbiNet,5,0.06569440166155498,7002,63.97704315185547
Transformer,6,0.06341662486394246,6960,112.30108428001404
ViterbiNet,6,0.05008329411347707,7002,63.94449710845947
Transformer,8,0.033944409092267355,6960,112.84430432319641
ViterbiNet,8,0.02261108120282491,7002,64.24386048316956
Transformer,9,0.02430552860101064,6960,112.57581377029419
ViterbiNet,9,0.019944415887196858,7002,63.97715735435486
Transformer,10,0.013527759909629821,6960,112.65352034568787
ViterbiNet,10,0.012277755935986836,7002,64.27601861953735
Transformer,11,0.006527767777442932,6960,112.70216464996338
ViterbiNet,11,0.006083321968714396,7002,64.02391958236694
Transformer,12,0.0021527697642644244,6960,128.79400300979614
ViterbiNet,12,0.002069433132807414,7002,82.5740110874176
Transformer,13,0.0011944401264190674,6960,128.32222080230713
ViterbiNet,13,0.0010833277304967243,7002,82.46465110778809
Transformer,14,0.00025925834973653157,6960,166.07306051254272
ViterbiNet,14,0.0005648120244344076,7002,102.3769736289978
Transformer,15,4.629611968994141e-05,6960,164.11812782287598
ViterbiNet,15,9.259204069773356e-05,7002,98.56773781776428
Transformer,16,4.629611968994141e-05,6960,163.64563012123108
ViterbiNet,16,0.0,7002,98.7885947227478
Transformer,17,5.555550257364909e-05,6960,164.0992031097412
ViterbiNet,17,0.0,7002,98.70925664901733
Transformer,0,0.18744440337022145,6960,112.0454032421112
ViterbiNet,0,0.17986106753349304,7002,63.86546587944031
Transformer,1,0.16688884655634562,6960,112.29675030708313
ViterbiNet,1,0.156861070394516,7002,64.36664748191833
Transformer,2,0.1396666262547175,6960,112.78723216056824
ViterbiNet,2,0.1336666258176168,7002,65.21463418006897
Transformer,3,0.12099996070067087,6960,112.53855061531067
ViterbiNet,3,0.10924995779991149,7002,63.881145000457764
Transformer,4,0.09805551409721375,6960,112.24222302436829
ViterbiNet,4,0.08547217905521393,7002,63.83653116226196
Transformer,5,0.07922217905521393,6960,112.24491453170776
ViterbiNet,5,0.06580551127592722,7002,63.94593167304993
Transformer,6,0.06588884532451629,6960,112.57390451431274
ViterbiNet,6,0.049166625936826074,7002,63.883400678634644
Transformer,8,0.03394440988699595,6960,112.71293759346008
ViterbiNet,8,0.02652774433294932,7002,63.72496247291565
Transformer,9,0.022611083984375,6960,112.46477341651917
ViterbiNet,9,0.015972196261088055,7002,64.38546133041382
Transformer,10,0.014277758797009786,6960,112.11537051200867
ViterbiNet,10,0.010499982635180155,7002,63.88339638710022
Transformer,11,0.006666657527287801,6960,112.04786348342896
ViterbiNet,11,0.007222208976745605,7002,63.99274206161499
Transformer,12,0.0019861032565434773,6960,128.91660904884338
ViterbiNet,12,0.0024166568120320637,7002,82.60538530349731
Transformer,13,0.00045833110809326174,6960,128.88110280036926
ViterbiNet,13,0.0017083243529001872,7002,82.44811224937439
Transformer,14,0.0002870364983876546,6960,171.38237404823303
ViterbiNet,14,0.00040740569432576497,7002,99.15246200561523
Transformer,15,0.0001574067274729411,6960,166.53671526908875
ViterbiNet,15,0.00012962897618611655,7002,98.2843828201294
Transformer,16,0.00011111060778299968,6960,164.3818666934967
ViterbiNet,16,4.629611968994141e-05,7002,98.30110454559326
Transformer,17,0.0,6960,164.6917896270752
ViterbiNet,17,1.8518368403116862e-05,7002,98.58336353302002
Transformer,0,0.18769440193971,6960,112.42890429496765
ViterbiNet,0,0.18030551354090374,7002,63.646828413009644
Transformer,1,0.16127773722012836,6960,112.76015186309814
ViterbiNet,1,0.15644440154234568,7002,64.20377993583679
Transformer,2,0.14166662673155467,6960,112.85223722457886
ViterbiNet,2,0.13374995887279512,7002,64.33630299568176
Transformer,3,0.11536107063293458,6960,111.99999189376831
ViterbiNet,3,0.10899995783964793,7002,64.83396768569946
Transformer,4,0.0979999574025472,6960,112.1418707370758
ViterbiNet,4,0.08722217977046967,7002,63.866504192352295
Transformer,5,0.07955551187197367,6960,112.35030627250671
ViterbiNet,5,0.06797217865784963,7002,64.03942561149597
Transformer,6,0.062027735908826195,6960,112.88035583496094
ViterbiNet,6,0.05319440066814422,7002,64.0239770412445
Transformer,8,0.03469440897305807,6960,112.73714113235474
ViterbiNet,8,0.025972190697987875,7002,63.84988880157471
Transformer,9,0.025333303610483804,6960,112.62594723701477
ViterbiNet,9,0.01786108434200287,7002,63.77177572250366
Transformer,10,0.013388872543970743,6960,112.6195273399353
ViterbiNet,10,0.011722202698389689,7002,64.03952860832214
Transformer,11,0.00566665788491567,6960,112.24424934387207
ViterbiNet,11,0.00758332093556722,7002,63.631335735321045
Transformer,12,0.002666656176249186,6960,127.29464030265808
ViterbiNet,12,0.0029444322983423867,7002,83.16880011558533
Transformer,13,0.0008194416761398316,6960,128.2742476463318
ViterbiNet,13,0.0008888838688532511,7002,82.73121976852417
Transformer,14,0.00039814730485280355,6960,168.85476207733154
ViterbiNet,14,0.00027777632077534995,7002,98.7028136253357
Transformer,15,0.00016666611035664875,6960,165.97460627555847
ViterbiNet,15,0.00011111060778299968,7002,101.40512752532959
Transformer,16,1.8518368403116862e-05,6960,168.07163429260254
ViterbiNet,16,3.7036736806233724e-05,7002,101.29615044593811
Transformer,17,0.0,6960,164.39417672157288
ViterbiNet,17,0.0,7002,98.48862481117249
Transformer,0,0.186916623711586,6960,112.52296209335327
ViterbiNet,0,0.180083291331927,7002,63.81869173049927
Transformer,1,0.16177773753801983,6960,112.12578821182251
ViterbiNet,1,0.15766662577788035,7002,63.74037408828735
Transformer,2,0.1415277377764384,6960,112.28101873397827
ViterbiNet,2,0.13458329300085703,7002,63.756202697753906
Transformer,3,0.12041662534077963,6960,111.91211485862732
ViterbiNet,3,0.11036106824874878,7002,64.10207605361938
Transformer,4,0.09822218060493469,6960,111.97695803642273
ViterbiNet,4,0.08705550988515218,7002,64.66542363166809
Transformer,5,0.07919440110524495,6960,112.58450651168823
ViterbiNet,5,0.06691662430763244,7002,63.694788694381714
Transformer,6,0.06241662402947744,6960,112.09993815422058
ViterbiNet,6,0.049222179849942524,7002,64.07072567939758
Transformer,8,0.03538885315259298,6960,112.32061076164246
ViterbiNet,8,0.024027745922406515,7002,63.80295777320862
Transformer,9,0.023666640520095827,6960,112.6662712097168
ViterbiNet,9,0.01813886264959971,7002,63.6467170715332
Transformer,10,0.013111093640327453,6960,112.2388985157013
ViterbiNet,10,0.009555539290110271,7002,63.67815065383911
Transformer,11,0.00713887870311737,6960,112.27266550064087
ViterbiNet,11,0.006638877193133036,7002,63.8967866897583
Transformer,12,0.0023055466016133628,6960,127.79739546775818
ViterbiNet,12,0.001972212791442871,7002,82.2928204536438
Transformer,13,0.0005694417158762614,6960,128.1332151889801
ViterbiNet,13,0.0012083270152409872,7002,81.97812819480896
Transformer,14,0.00048148016134897867,6960,168.48717999458313
ViterbiNet,14,0.0006203679243723552,7002,98.92922759056091
Transformer,15,2.7777751286824546e-05,6960,164.77082133293152
ViterbiNet,15,8.333285649617513e-05,7002,98.8177318572998
Transformer,16,3.7036935488382975e-05,6960,164.30618500709534
ViterbiNet,16,9.259223937988282e-05,7002,99.10002732276917
Transformer,17,0.0,6960,164.44814038276672
ViterbiNet,17,1.8518368403116862e-05,7002,98.53432512283325
Transformer,0,0.18861106793085733,6960,112.3107500076294
ViterbiNet,0,0.18049995879332226,7002,63.867764711380005
Transformer,1,0.167888845205307,6960,111.98574876785278
ViterbiNet,1,0.15741662542025248,7002,64.3205258846283
Transformer,2,0.14111107031504314,6960,112.8492751121521
ViterbiNet,2,0.13369440297285715,7002,63.91447973251343
Transformer,3,0.11813884973526001,6960,112.70975637435913
ViterbiNet,3,0.10855551322301228,7002,64.09190702438354
Transformer,4,0.09924995561440786,6960,112.6164083480835
ViterbiNet,4,0.08763884544372559,7002,64.28953814506531
Transformer,5,0.07877773324648539,6960,113.08839869499207
ViterbiNet,5,0.06677773396174112,7002,64.57271099090576
Transformer,6,0.06444440086682637,6960,112.60126996040344
ViterbiNet,6,0.048472180167833966,7002,64.24260902404785
Transformer,8,0.03386107703049978,6960,112.50756645202637
ViterbiNet,8,0.024222190380096435,7002,64.11765217781067
Transformer,9,0.02349997142950694,6960,112.49916458129883
ViterbiNet,9,0.013527758121490478,7002,64.11666131019592
Transformer,10,0.012111096382141114,6960,113.25639796257019
ViterbiNet,10,0.010999979178110759,7002,63.897799491882324
Transformer,11,0.007166657249132792,6960,112.40887069702148
ViterbiNet,11,0.0066666535536448164,7002,63.867719411849976
Transformer,12,0.0020833253860473634,6960,128.4286732673645
ViterbiNet,12,0.001986100673675537,7002,82.87183046340942
Transformer,13,0.0008611079057057699,6960,128.09688067436218
ViterbiNet,13,0.000805551012357076,7002,82.49592304229736
Transformer,14,0.000435183842976888,6960,168.42421340942383
ViterbiNet,14,0.00040740569432576497,7002,98.97381520271301
Transformer,15,5.555550257364909e-05,6960,165.1991138458252
ViterbiNet,15,0.00016666571299235025,7002,98.72553086280823
Transformer,16,0.00023148099581400553,6960,164.4773018360138
ViterbiNet,16,1.8518368403116862e-05,7002,98.44271421432495
Transformer,17,8.333325386047363e-05,6960,165.11760139465332
ViterbiNet,17,3.7036935488382975e-05,7002,98.44277882575989
Transformer,0,0.18574995756149293,6960,112.49037480354309
ViterbiNet,0,0.18013884782791137,7002,63.96150326728821
Transformer,1,0.16502773582935334,6960,112.57710552215576
ViterbiNet,1,0.15799995740254721,7002,63.80203032493591
Transformer,2,0.1416110700368881,6960,112.8986668586731
ViterbiNet,2,0.13074995974699657,7002,63.96057891845703
Transformer,3,0.11702773590882619,6960,112.24612545967102
ViterbiNet,3,0.10924995799859365,7002,63.977136850357056
Transformer,4,0.10255551477273306,6960,112.68340802192688
ViterbiNet,4,0.08905551135540009,7002,64.14889860153198
Transformer,5,0.0781666221221288,6960,112.90322494506836
ViterbiNet,5,0.06747217814127604,7002,64.22924399375916
Transformer,6,0.06602773348490397,6960,112.68011164665222
ViterbiNet,6,0.0486944047609965,7002,64.36980295181274
Transformer,8,0.03238885502020518,6960,112.34158945083618
ViterbiNet,8,0.026138857801755268,7002,63.91344714164734
Transformer,9,0.02155552844206492,6960,112.33741021156311
ViterbiNet,9,0.01619442085425059,7002,63.945744037628174
Transformer,10,0.0131110946337382,6960,112.74526333808899
ViterbiNet,10,0.00844443122545878,7002,64.11760091781616
Transformer,11,0.006055546005566915,6960,112.93616914749146
ViterbiNet,11,0.0060277670621871945,7002,63.92919135093689
Transformer,12,0.0021527689695358277,6960,128.87807726860046
ViterbiNet,12,0.0022638779878616333,7002,82.57175755500793
Transformer,13,0.0006249976158142089,6960,129.08640027046204
ViterbiNet,13,0.0006388852993647258,7002,82.62094640731812
Transformer,14,0.00038888752460479735,6960,166.59349370002747
ViterbiNet,14,0.00033333122730255126,7002,98.9292254447937
Transformer,15,0.00010185142358144124,6960,164.71578240394592
ViterbiNet,15,0.00014814714590708413,7002,98.75510358810425
Transformer,16,0.0,6960,164.3584167957306
ViterbiNet,16,4.629611968994141e-05,7002,99.03854775428772
Transformer,17,0.0,6960,164.54887652397156
ViterbiNet,17,3.7036736806233724e-05,7002,98.86450099945068
Transformer,0,0.1904444028933843,6960,112.79149293899536
ViterbiNet,0,0.1809444030125936,7002,63.80298924446106
Transformer,1,0.16508329073588054,6960,112.5547444820404
ViterbiNet,1,0.15780551314353944,7002,63.81880044937134
Transformer,2,0.14038884659608206,6960,112.32729506492615
ViterbiNet,2,0.133499959508578,7002,63.773072481155396
Transformer,3,0.12144440412521362,6960,112.78680610656738
ViterbiNet,3,0.10924995640913646,7002,63.94575643539429
Transformer,4,0.10063884536425273,6960,112.51519393920898
ViterbiNet,4,0.08597217957178752,7002,63.8365740776062
Transformer,5,0.07713884393374125,6960,112.29394030570984
ViterbiNet,5,0.06508328994115194,7002,63.74182939529419
Transformer,6,0.06297217905521393,6960,112.87133526802063
ViterbiNet,6,0.04680551290512085,7002,64.27814531326294
Transformer,8,0.032722187042236325,6960,112.54015135765076
ViterbiNet,8,0.022972191174825032,7002,64.06968784332275
Transformer,9,0.021166641116142273,6960,113.12502956390381
ViterbiNet,9,0.013249977032343546,7002,64.06968832015991
Transformer,10,0.011833317677179973,6960,112.54333448410034
ViterbiNet,10,0.011166645685831705,7002,64.0081741809845
Transformer,11,0.0070277692874272666,6960,112.93514633178711
ViterbiNet,11,0.0060555428266525265,7002,66.04070830345154
Transformer,12,0.0024861005942026773,6960,131.3838860988617
ViterbiNet,12,0.0024583210547765096,7002,82.69896960258484
Transformer,13,0.0006805525223414103,6960,128.59832072257996
ViterbiNet,13,0.0011249935626983642,7002,82.58964800834656
Transformer,14,0.0005833317836125691,6960,182.12591648101807
ViterbiNet,14,0.0004907383521397909,7002,99.28018498420715
Transformer,15,0.00011111080646514893,6960,168.14653062820435
ViterbiNet,15,0.00013888816038767497,7002,98.7552764415741
Transformer,16,0.0,6960,166.93857383728027
ViterbiNet,16,1.8518368403116862e-05,7002,98.89698123931885
Transformer,17,0.0,6960,165.71768355369568
ViterbiNet,17,3.7036935488382975e-05,7002,98.71125340461731
Transformer,0,0.18977773567040762,6960,113.06013464927673
ViterbiNet,0,0.18119440337022147,7002,75.93265891075134
Transformer,1,0.16394440333048502,6960,156.91777110099792
ViterbiNet,1,0.1568610688050588,7002,73.65398335456848
Transformer,2,0.14280551354090373,6960,117.72254776954651
ViterbiNet,2,0.13366662561893464,7002,65.9188551902771
Transformer,3,0.12405551572640737,6960,118.95001816749573
ViterbiNet,3,0.10938884794712067,7002,66.64826440811157
Transformer,4,0.09847217917442322,6960,115.44389796257019
ViterbiNet,4,0.08511106769243876,7002,66.13326048851013
Transformer,5,0.0784999551375707,6960,116.27264332771301
ViterbiNet,5,0.06780550976594289,7002,64.87070655822754
Transformer,6,0.06647217810153962,6960,114.60987210273743
ViterbiNet,6,0.047944403886795044,7002,64.78271412849426
Transformer,8,0.034444408218065894,6960,118.59911727905273
ViterbiNet,8,0.023444414536158243,7002,70.83042049407959
Transformer,9,0.023888859947522482,6960,138.09107995033264
ViterbiNet,9,0.01505553384621938,7002,81.7417483329773
Transformer,10,0.014999982913335165,6960,133.5258481502533
ViterbiNet,10,0.010444427132606507,7002,73.58849239349365
Transformer,11,0.006166657010714213,6960,133.40391397476196
ViterbiNet,11,0.005805543065071106,7002,72.05194902420044
Transformer,12,0.0027777651945749917,6960,158.3338611125946
ViterbiNet,12,0.0015138812859853109,7002,96.67027187347412
Transformer,13,0.0008055528004964192,6960,133.95499730110168
ViterbiNet,13,0.001194438139597575,7002,85.74015307426453
Transformer,14,0.00040740648905436197,6960,180.82020688056946
ViterbiNet,14,0.0007037011782328288,7002,99.4382312297821
Transformer,15,2.7777751286824546e-05,6960,169.37609577178955
ViterbiNet,15,0.00012036979198455811,7002,98.8971016407013
Transformer,16,3.7036935488382975e-05,6960,166.45775294303894
ViterbiNet,16,5.555530389149984e-05,7002,99.02199745178223
Transformer,17,5.555550257364909e-05,6960,166.85758137702942
ViterbiNet,17,0.0,7002,101.59893560409546
Transformer,0,0.18577773610750833,6960,114.30275368690491
ViterbiNet,0,0.18030551354090374,7002,65.18196153640747
Transformer,1,0.16736106892426808,6960,120.29778838157654
ViterbiNet,1,0.15788884699344635,7002,73.16254353523254
Transformer,2,0.14299995919068653,6960,125.49948382377625
ViterbiNet,2,0.1327777353922526,7002,75.58825516700745
Transformer,3,0.11997218112150829,6960,152.11562061309814
ViterbiNet,3,0.11038884619871775,7002,84.1442129611969
Transformer,4,0.10436107019583384,6960,156.8380744457245
ViterbiNet,4,0.08711106717586517,7002,79.55277681350708
Transformer,5,0.07844440102577209,6960,148.83179926872253
ViterbiNet,5,0.0642499566078186,7002,86.44666624069214
Transformer,6,0.06558329125245412,6960,140.5881268978119
ViterbiNet,6,0.04905551334222158,7002,81.51300406455994
Transformer,8,0.030444411238034565,6960,127.04902982711792
ViterbiNet,8,0.022916638652483622,7002,64.8655424118042
Transformer,9,0.0229444162050883,6960,112.48070693016052
ViterbiNet,9,0.01502775251865387,7002,64.17169952392578
Transformer,10,0.012722204327583314,6960,112.86145615577698
ViterbiNet,10,0.012027757366498311,7002,64.02017450332642
Transformer,11,0.005999991893768311,6960,112.51663398742676
ViterbiNet,11,0.004555546840031941,7002,63.605090618133545
Transformer,12,0.002527767022450765,6960,128.52144241333008
ViterbiNet,12,0.0023749885956446328,7002,81.9886384010315
Transformer,13,0.001111107071240743,6960,128.00770926475525
ViterbiNet,13,0.0009583280483881632,7002,83.85642671585083
Transformer,14,0.00026851753393809,6960,211.96406888961792
ViterbiNet,14,0.000305554469426473,7002,98.26654005050659
Transformer,15,0.00020370304584503175,6960,169.68424129486084
ViterbiNet,15,9.259204069773356e-05,7002,98.26067471504211
Transformer,16,5.555550257364909e-05,6960,167.215966463089
ViterbiNet,16,0.0,7002,98.60676217079163
Transformer,17,0.0,6960,167.35148572921753
ViterbiNet,17,3.7036736806233724e-05,7002,98.47473454475403
Transformer,0,0.18744440138339996,6960,112.71772837638855
ViterbiNet,0,0.18041662434736888,7002,63.60398602485657
Transformer,1,0.1620277363061905,6960,112.1808557510376
ViterbiNet,1,0.15669440249601999,7002,63.85402750968933
Transformer,2,0.14111106832822165,6960,112.39743828773499
ViterbiNet,2,0.13358329196770985,7002,63.87280631065369
Transformer,3,0.11777773797512055,6960,112.61692357063293
ViterbiNet,3,0.11055551250775655,7002,63.538506507873535
Transformer,4,0.10316662470499674,6960,112.29900789260864
ViterbiNet,4,0.08713884592056274,7002,63.760401487350464
Transformer,5,0.07888884584108989,6960,112.23495078086853
ViterbiNet,5,0.06613884588082632,7002,63.78233885765076
Transformer,6,0.06116662303606669,6960,112.9094307422638
ViterbiNet,6,0.0486388490597407,7002,63.822954416275024
Transformer,8,0.033611075282096864,6960,112.68269944190979
ViterbiNet,8,0.024833300908406575,7002,64.538498878479
Transformer,9,0.024249971310297647,6960,112.52739214897156
ViterbiNet,9,0.01477775494257609,7002,63.65724730491638
Transformer,10,0.012722206910451254,6960,112.23031067848206
ViterbiNet,10,0.01002776066462199,7002,63.75721335411072
Transformer,11,0.006083325743675232,6960,112.30176091194153
ViterbiNet,11,0.006194432775179545,7002,63.721888065338135
Transformer,12,0.0026249903440475463,6960,128.22460222244263
ViterbiNet,12,0.002041655977567037,7002,82.16472434997559
Transformer,13,0.000999996066093445,6960,127.6170072555542
ViterbiNet,13,0.0015694365898768108,7002,82.33872365951538
Transformer,14,0.0004444436232248942,6960,180.2611997127533
ViterbiNet,14,0.0005277758836746216,7002,98.16787600517273
Transformer,15,4.629611968994141e-05,6960,168.5485851764679
ViterbiNet,15,9.259204069773356e-05,7002,98.29188704490662
Transformer,16,7.407387097676595e-05,6960,166.23886227607727
ViterbiNet,16,4.629611968994141e-05,7002,98.49716854095459
Transformer,17,0.00012962917486826578,6960,166.42591285705566
ViterbiNet,17,2.7777751286824546e-05,7002,97.91573762893677
Transformer,0,0.18352773567040762,6960,112.51209831237793
ViterbiNet,0,0.18177773614724477,7002,63.856269121170044
Transformer,1,0.1639166251818339,6960,111.85277199745178
ViterbiNet,1,0.15838884790738425,7002,64.06282949447632
Transformer,2,0.14086107015609742,6960,112.6546802520752
ViterbiNet,2,0.13280551532904308,7002,63.73677611351013
Transformer,3,0.1196110721429189,6960,112.3025074005127
ViterbiNet,3,0.11030551373958587,7002,63.88845133781433
Transformer,4,0.09799995760122936,6960,112.29259252548218
ViterbiNet,4,0.09008328974246979,7002,63.6040198802948
Transformer,5,0.08091662506262462,6960,112.00146627426147
ViterbiNet,5,0.06591662287712097,7002,63.786965131759644
Transformer,6,0.06261106808980306,6960,112.42901229858398
ViterbiNet,6,0.04822218040625254,7002,63.72256422042847
Transformer,8,0.033499963482220965,6960,113.12894129753113
ViterbiNet,8,0.021749969720840454,7002,63.836408376693726
Transformer,9,0.02366664191087087,6960,111.97923684120178
ViterbiNet,9,0.014805532495180766,7002,64.50623321533203
Transformer,10,0.012083317240079244,6960,112.41781091690063
ViterbiNet,10,0.01030553678671519,7002,63.753984689712524
Transformer,11,0.007166656653086344,6960,113.15208840370178
ViterbiNet,11,0.0041944356759389245,7002,63.919615030288696
Transformer,12,0.0023472124338150026,6960,127.92735648155212
ViterbiNet,12,0.0015833248694737752,7002,82.16984009742737
Transformer,13,0.0008472190300623576,6960,128.67176938056946
ViterbiNet,13,0.0010138843456904093,7002,81.80542278289795
Transformer,14,0.0004629617929458618,6960,182.15265011787415
ViterbiNet,14,0.00039814611275990807,7002,98.74330854415894
Transformer,15,0.00012037018934885661,6960,166.75874066352844
ViterbiNet,15,8.333305517832438e-05,7002,98.24786424636841
Transformer,16,0.00011111100514729818,6960,165.7924530506134
ViterbiNet,16,3.7036736806233724e-05,7002,98.32837104797363
Transformer,17,1.8518368403116862e-05,6960,165.70037245750427
ViterbiNet,17,4.629611968994141e-05,7002,97.56563806533813
Transformer,0,0.1870277355114619,6960,111.6633849143982
ViterbiNet,0,0.18041662434736888,7002,63.477564096450806
Transformer,1,0.16383329232533772,6960,111.81207156181335
ViterbiNet,1,0.15797217965126037,7002,63.65831780433655
Transformer,2,0.1398888478676478,6960,111.76621317863464
ViterbiNet,2,0.1339721804857254,7002,63.3217351436615
Transformer,3,0.12072218298912048,6960,111.5412244796753
ViterbiNet,3,0.10958329319953919,7002,63.65605568885803
Transformer,4,0.1025555149714152,6960,112.59156656265259
ViterbiNet,4,0.0890832891066869,7002,63.71971893310547
Transformer,5,0.07897217929363251,6960,112.30044436454773
ViterbiNet,5,0.06594440142313639,7002,63.78957509994507
Transformer,6,0.05988884488741557,6960,112.25203609466553
ViterbiNet,6,0.04874995946884155,7002,63.77386713027954
Transformer,8,0.03630551934242249,6960,112.43083882331848
ViterbiNet,8,0.02516663432121277,7002,63.821768283843994
Transformer,9,0.023861084381739298,6960,111.99316644668579
ViterbiNet,9,0.016916640400886536,7002,64.12401390075684
Transformer,10,0.011694428126017252,6960,112.177325963974
ViterbiNet,10,0.008499987125396728,7002,64.03829407691956
Transformer,11,0.0062777698040008545,6960,112.57818484306335
ViterbiNet,11,0.005555545886357626,7002,63.58963441848755
Transformer,12,0.0020138816038767497,6960,128.4870994091034
ViterbiNet,12,0.002583319346110026,7002,82.35315799713135
Transformer,13,0.0012777729829152424,6960,128.01439094543457
ViterbiNet,13,0.0008055514097213745,7002,82.40471363067627
Transformer,14,0.0002592585484186808,6960,170.5478081703186
ViterbiNet,14,0.0003888873259226481,7002,98.01693940162659
Transformer,15,0.00018518447875976563,6960,167.07653498649597
ViterbiNet,15,9.259204069773356e-05,7002,97.97400403022766
Transformer,16,0.0,6960,165.13522100448608
ViterbiNet,16,3.7036736806233724e-05,7002,98.12864232063293
Transformer,17,0.0,6960,165.8587772846222
ViterbiNet,17,0.0,7002,98.20230650901794
Transformer,0,0.18716662526130676,6960,112.69802737236023
ViterbiNet,0,0.1785277364651362,7002,63.88823676109314
Transformer,1,0.16411106963952382,6960,112.48217916488647
ViterbiNet,1,0.15805551290512085,7002,63.74858593940735
Transformer,2,0.14116662462552387,6960,112.18371915817261
ViterbiNet,2,0.13338884810606638,7002,63.70405626296997
Transformer,3,0.11977773706118265,6960,112.31649780273438
ViterbiNet,3,0.10980551222960154,7002,63.77180743217468
Transformer,4,0.09788884619871775,6960,112.64844131469727
ViterbiNet,4,0.08611106733481089,7002,63.69077157974243
Transformer,5,0.07861106713612874,6960,112.83189940452576
ViterbiNet,5,0.06591662228107452,7002,63.88741731643677
Transformer,6,0.06188884596029917,6960,112.34301996231079
ViterbiNet,6,0.04841662685076396,7002,63.75157284736633
Transformer,8,0.03586107472578685,6960,112.36169338226318
ViterbiNet,8,0.023638858993848166,7002,63.90498900413513
Transformer,9,0.021972196102142336,6960,112.56715416908264
ViterbiNet,9,0.015194421410560608,7002,63.7543466091156
Transformer,10,0.012861095666885376,6960,112.82942748069763
ViterbiNet,10,0.010944425662358603,7002,64.07077360153198
Transformer,11,0.0063888798157374065,6960,112.94500398635864
ViterbiNet,11,0.007194429834683736,7002,64.6708676815033
Transformer,12,0.001972214182217916,6960,128.33057522773743
ViterbiNet,12,0.0018055470784505208,7002,82.10316014289856
Transformer,13,0.0011805506547292073,6960,128.828462600708
ViterbiNet,13,0.0010277716318766277,7002,82.36993741989136
Transformer,14,0.00046296199162801106,6960,176.28913235664368
ViterbiNet,14,0.00035184999306996664,7002,98.53139519691467
Transformer,15,0.00011111080646514893,6960,168.14548015594482
ViterbiNet,15,0.00013888816038767497,7002,99.30025959014893
Transformer,16,0.00018518447875976563,6960,165.78979086875916
ViterbiNet,16,4.629611968994141e-05,7002,98.59595608711243
Transformer,17,5.555550257364909e-05,6960,166.16228461265564
ViterbiNet,17,3.7036935488382975e-05,7002,98.02339315414429
Transformer,0,0.1887499588727951,6960,111.39103198051453
ViterbiNet,0,0.1810277364651362,7002,63.66821527481079
Transformer,1,0.16433329145113626,6960,112.47703099250793
ViterbiNet,1,0.15727773686250052,7002,63.92775297164917
Transformer,2,0.14186107039451598,6960,111.9507908821106
ViterbiNet,2,0.1318610692024231,7002,63.65518593788147
Transformer,3,0.1202777377764384,6960,112.16524720191956
ViterbiNet,3,0.10819440166155497,7002,63.75613713264465
Transformer,4,0.09744440217812857,6960,111.52845811843872
ViterbiNet,4,0.08613884607950846,7002,63.52631640434265
Transformer,5,0.0768610676129659,6960,112.79622554779053
ViterbiNet,5,0.06736106713612874,7002,63.80717873573303
Transformer,6,0.06002773404121399,6960,111.74193859100342
ViterbiNet,6,0.05047218064467112,7002,63.7220253944397
Transformer,8,0.03327774326006572,6960,112.40887761116028
ViterbiNet,8,0.024694411953290304,7002,63.787452697753906
Transformer,9,0.02305552899837494,6960,111.90194964408875
ViterbiNet,9,0.01644442041714986,7002,63.723989725112915
